symbol	gene	description	original_symbol	ASD_high_conf	EPI_high_conf	CHD_high_conf	ASD_DNV	EPI_DNV	CHD_DNV	matches
OR52E8	390079	olfactory receptor family 52 subfamily E member 8	OR52E8	0	0	0	0	1	0	
OR52M1	119772	olfactory receptor family 52 subfamily M member 1	OR52M1	1	0	0	1	0	0	
OS9	10956	"OS9, endoplasmic reticulum lectin"	OS9	0	0	0	0	0	1	
OSBPL8	114882	oxysterol binding protein like 8	OSBPL8	0	0	0	1	0	0	
P2RX5	5026	purinergic receptor P2X 5	P2RX5	1	0	0	1	0	0	
P4HA2	8974	prolyl 4-hydroxylase subunit alpha 2	P4HA2	0	0	0	1	0	0	
PACS2	23241	phosphofurin acidic cluster sorting protein 2	PACS2	0	0	0	1	1	0	
PAFAH1B2	5049	platelet activating factor acetylhydrolase 1b catalytic subunit 2	PAFAH1B2	0	0	0	1	0	0	
PAK6	56924	p21 (RAC1) activated kinase 6	PAK6	0	0	0	1	0	0	
PAPL	390928	"acid phosphatase 7, tartrate resistant (putative)"	PAPL	0	0	0	1	0	0	
PARD3B	117583	par-3 family cell polarity regulator beta	PARD3B	0	0	0	1	0	0	
PAX4	5078	paired box 4	PAX4	0	0	0	0	0	1	
PAX5	5079	paired box 5	PAX5	0	0	0	1	0	0	
PBRM1	55193	polybromo 1	PBRM1	0	0	0	1	0	0	
PCBP2	5094	poly(rC) binding protein 2	PCBP2	0	0	0	0	0	1	
PCBP3	54039	poly(rC) binding protein 3	PCBP3	0	0	0	0	0	1	
PCDHA12	56137	protocadherin alpha 12	PCDHA12	0	0	0	0	0	1	
PCDHA13	56136	protocadherin alpha 13	PCDHA13	0	0	0	1	0	0	
PCDHA3	56145	protocadherin alpha 3	PCDHA3	0	0	0	0	0	1	
PCDHB13	56123	protocadherin beta 13	PCDHB13	0	0	0	0	1	0	
PCM1	5108	pericentriolar material 1	PCM1	0	0	0	1	0	0	
PCNX2	80003	pecanex homolog 2	PCNXL2	0	0	0	0	0	1	DIF
PCOLCE	5118	procollagen C-endopeptidase enhancer	PCOLCE	0	0	0	1	0	0	
PCSK2	5126	proprotein convertase subtilisin/kexin type 2	PCSK2	0	0	0	1	0	0	
PDCD1	5133	programmed cell death 1	PDCD1	0	0	0	1	0	0	
PDE3B	5140	phosphodiesterase 3B	PDE3B	0	0	0	0	0	1	
PDE6C	5146	phosphodiesterase 6C	PDE6C	0	0	0	1	0	0	
PDIA6	10130	protein disulfide isomerase family A member 6	PDIA6	0	0	0	1	0	0	
PDIK1L	149420	PDLIM1 interacting kinase 1 like	PDIK1L	0	0	0	0	1	0	
PDK2	5164	pyruvate dehydrogenase kinase 2	PDK2	0	0	0	1	0	0	
PDLIM1	9124	PDZ and LIM domain 1	PDLIM1	0	0	0	1	0	0	
PDS5A	23244	PDS5 cohesin associated factor A	PDS5A	0	0	0	1	0	0	
PELI1	57162	pellino E3 ubiquitin protein ligase 1	PELI1	0	0	0	1	0	0	
PER2	8864	period circadian regulator 2	PER2	0	0	0	1	0	0	
PFAS	5198	phosphoribosylformylglycinamidine synthase	PFAS	0	0	0	0	0	1	
PFKFB2	5208	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"	PFKFB2	0	0	0	1	0	0	
PFKL	5211	"phosphofructokinase, liver type"	PFKL	0	0	0	1	0	0	
PFKM	5213	"phosphofructokinase, muscle"	PFKM	0	0	0	0	0	1	
PFKP	5214	"phosphofructokinase, platelet"	PFKP	0	0	0	0	0	1	
PGRMC1	10857	progesterone receptor membrane component 1	PGRMC1	0	0	0	1	0	0	
PHF2	5253	PHD finger protein 2	PHF2	1	0	0	1	0	0	
PHF21A	51317	PHD finger protein 21A	PHF21A	0	0	0	1	1	0	
PHF3	23469	PHD finger protein 3	PHF3	0	0	0	1	0	0	
PHF7	51533	PHD finger protein 7	PHF7	0	0	0	1	0	0	
PHIP	55023	pleckstrin homology domain interacting protein	PHIP	0	0	0	1	1	0	
PHLDB2	90102	pleckstrin homology like domain family B member 2	PHLDB2	0	0	0	0	0	1	
PHRF1	57661	PHD and ring finger domains 1	PHRF1	0	0	0	0	0	1	
PIGS	94005	phosphatidylinositol glycan anchor biosynthesis class S	PIGS	0	0	0	0	1	0	
PIK3AP1	118788	phosphoinositide-3-kinase adaptor protein 1	PIK3AP1	0	1	0	0	0	0	
PIK3R2	5296	phosphoinositide-3-kinase regulatory subunit 2	PIK3R2	0	0	0	1	0	0	
PIK3R4	30849	phosphoinositide-3-kinase regulatory subunit 4	PIK3R4	0	0	0	0	0	1	
PINK1	65018	PTEN induced putative kinase 1	PINK1	0	0	0	1	0	0	
PIWIL1	9271	piwi like RNA-mediated gene silencing 1	PIWIL1	0	0	0	0	0	1	
PLCD4	84812	phospholipase C delta 4	PLCD4	0	0	0	1	0	0	
PLCZ1	89869	phospholipase C zeta 1	PLCZ1	0	0	0	0	0	1	
PLEKHO1	51177	pleckstrin homology domain containing O1	PLEKHO1	0	0	0	1	0	0	
PLOD2	5352	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	PLOD2	0	0	0	1	0	0	
PNPLA7	375775	patatin like phospholipase domain containing 7	PNPLA7	0	0	0	1	0	0	
POGZ	23126	pogo transposable element derived with ZNF domain	POGZ	1	0	1	1	0	1	
POLQ	10721	DNA polymerase theta	POLQ	0	0	0	0	0	1	
POLRMT	5442	RNA polymerase mitochondrial	POLRMT	0	0	0	1	0	0	
POM121	9883	POM121 transmembrane nucleoporin	POM121	0	0	0	1	0	0	
PPARGC1B	133522	PPARG coactivator 1 beta	PPARGC1B	0	0	0	1	0	0	
PPL	5493	periplakin	PPL	0	0	1	0	0	1	
PPM1D	8493	"protein phosphatase, Mg2+/Mn2+ dependent 1D"	PPM1D	0	0	0	1	0	0	
PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A	PPP1R12A	0	0	0	0	0	1	
PPP2R5D	5528	protein phosphatase 2 regulatory subunit B'delta	PPP2R5D	0	0	0	1	0	0	
PPP3CA	5530	protein phosphatase 3 catalytic subunit alpha	PPP3CA	0	0	0	0	1	0	
PPP5C	5536	protein phosphatase 5 catalytic subunit	PPP5C	0	0	0	1	0	0	
PPP6R2	9701	protein phosphatase 6 regulatory subunit 2	PPP6R2	0	0	0	0	1	0	
PRDM1	639	PR/SET domain 1	PRDM1	0	0	0	0	0	1	
PRDM6	93166	PR/SET domain 6	PRDM6	0	0	0	0	0	1	
PRG3	10394	"proteoglycan 3, pro eosinophil major basic protein 2"	PRG3	0	0	0	0	1	0	
PRKCA	5578	protein kinase C alpha	PRKCA	0	0	0	1	0	0	
PRKCH	5583	protein kinase C eta	PRKCH	0	0	0	0	0	1	
PRKDC	5591	"protein kinase, DNA-activated, catalytic polypeptide"	PRKDC	0	0	0	1	0	0	
PROKR2	128674	prokineticin receptor 2	PROKR2	0	0	0	1	0	0	
PRPF8	10594	pre-mRNA processing factor 8	PRPF8	0	0	0	1	0	0	
PRPSAP2	5636	phosphoribosyl pyrophosphate synthetase associated protein 2	PRPSAP2	0	0	0	1	0	0	
PRRC2C	23215	proline rich coiled-coil 2C	PRRC2C	0	0	0	1	0	0	
PRRG4	79056	proline rich and Gla domain 4	PRRG4	0	0	0	0	0	1	
PRSS38	339501	"protease, serine 38"	PRSS38	0	0	0	1	0	0	
PSD3	23362	pleckstrin and Sec7 domain containing 3	PSD3	0	0	0	1	1	0	
PSEN1	5663	presenilin 1	PSEN1	0	0	0	1	0	0	
PSMC1	5700	"proteasome 26S subunit, ATPase 1"	PSMC1	0	0	0	0	0	1	
PSMD12	5718	"proteasome 26S subunit, non-ATPase 12"	PSMD12	0	0	0	1	0	0	
PSME4	23198	proteasome activator subunit 4	PSME4	0	0	0	1	0	0	
PTEN	5728	phosphatase and tensin homolog	PTEN	1	0	0	1	0	0	
PTK7	5754	protein tyrosine kinase 7 (inactive)	PTK7	1	0	0	1	0	0	
PTPN11	5781	"protein tyrosine phosphatase, non-receptor type 11"	PTPN11	0	0	1	1	0	1	
PTPN13	5783	"protein tyrosine phosphatase, non-receptor type 13"	PTPN13	0	0	0	1	0	0	
PTPRF	5792	"protein tyrosine phosphatase, receptor type F"	PTPRF	0	0	0	1	0	0	
PTPRK	5796	"protein tyrosine phosphatase, receptor type K"	PTPRK	0	0	0	1	0	0	
PTPRM	5797	"protein tyrosine phosphatase, receptor type M"	PTPRM	0	0	0	1	0	0	
PWWP2A	114825	PWWP domain containing 2A	PWWP2A	0	0	0	0	1	0	
PZP	5858	"PZP, alpha-2-macroglobulin like"	PZP	0	0	0	0	0	1	
QTRT2	79691	queuine tRNA-ribosyltransferase accessory subunit 2	QTRTD1	0	0	0	1	0	0	DIF
RAB2A	5862	"RAB2A, member RAS oncogene family"	RAB2A	0	0	0	1	0	0	
RAB5C	5878	"RAB5C, member RAS oncogene family"	RAB5C	0	0	0	0	1	0	
RABGAP1L	9910	RAB GTPase activating protein 1 like	RABGAP1L	0	0	1	0	0	1	
RAD21L1	642636	RAD21 cohesin complex component like 1	RAD21L1	0	0	0	1	0	0	
RAD51	5888	RAD51 recombinase	RAD51	0	0	0	1	0	0	
RAD54L2	23132	RAD54 like 2	RAD54L2	0	0	0	0	1	0	
RAI1	10743	retinoic acid induced 1	RAI1	0	0	0	1	0	0	
RALGAPB	57148	Ral GTPase activating protein non-catalytic beta subunit	RALGAPB	0	0	0	0	1	0	
RANBP17	64901	RAN binding protein 17	RANBP17	1	0	0	0	0	0	
RANBP2	5903	RAN binding protein 2	RANBP2	0	0	0	1	0	0	
RANGAP1	5905	Ran GTPase activating protein 1	RANGAP1	0	1	0	0	1	0	
RAPGEF4	11069	Rap guanine nucleotide exchange factor 4	RAPGEF4	0	0	0	1	0	0	
RARA	5914	retinoic acid receptor alpha	RARA	0	0	0	1	0	0	
RASIP1	54922	Ras interacting protein 1	RASIP1	0	0	0	0	1	0	
RBFOX2	23543	RNA binding fox-1 homolog 2	RBFOX2	0	0	1	0	0	1	
RBM12	10137	RNA binding motif protein 12	RBM12	0	0	0	0	1	0	
RBM45	129831	RNA binding motif protein 45	RBM45	0	0	0	0	1	0	
RBMS3	27303	RNA binding motif single stranded interacting protein 3	RBMS3	0	0	0	1	0	0	
RCBTB1	55213	RCC1 and BTB domain containing protein 1	RCBTB1	0	0	0	1	0	0	
RDH5	5959	retinol dehydrogenase 5	RDH5	0	0	0	0	0	1	
RELN	5649	reelin	RELN	0	0	0	1	0	0	
RETSAT	54884	retinol saturase	RETSAT	0	0	0	0	0	1	
REXO1	57455	RNA exonuclease 1 homolog	REXO1	0	0	0	1	0	0	
RFWD2	64326	ring finger and WD repeat domain 2	RFWD2	0	0	0	1	0	0	
RFX3	5991	regulatory factor X3	RFX3	0	0	0	0	1	0	
RGMA	56963	repulsive guidance molecule family member a	RGMA	0	0	0	1	0	0	
RGPD4	285190	RANBP2-like and GRIP domain containing 4	RGPD4	0	0	0	0	0	1	
RGS14	10636	regulator of G protein signaling 14	RGS14	0	0	0	0	1	0	
RGS20	8601	regulator of G protein signaling 20	RGS20	0	0	0	0	0	1	
RICTOR	253260	RPTOR independent companion of MTOR complex 2	RICTOR	0	0	0	1	0	0	
RIMS1	22999	regulating synaptic membrane exocytosis 1	RIMS1	0	0	0	1	0	0	
RIN2	54453	Ras and Rab interactor 2	RIN2	0	0	0	1	0	0	
RIOK3	8780	RIO kinase 3	RIOK3	0	0	0	0	1	0	
RIPPLY1	92129	ripply transcriptional repressor 1	RIPPLY1	0	0	0	1	0	0	
CARMIL2	146206	capping protein regulator and myosin 1 linker 2	RLTPR	0	0	0	1	0	0	DIF
RNF146	81847	ring finger protein 146	RNF146	0	0	0	1	0	0	
RNF20	56254	ring finger protein 20	RNF20	0	0	0	0	0	1	
RNF213	57674	ring finger protein 213	RNF213	0	0	0	1	0	0	
RNF38	152006	ring finger protein 38	RNF38	0	0	0	1	0	0	
RNPEPL1	57140	arginyl aminopeptidase like 1	RNPEPL1	0	0	0	1	0	0	
RORB	6096	RAR related orphan receptor B	RORB	0	0	0	1	0	0	
RP1L1	94137	RP1 like 1	RP1L1	0	0	0	1	0	0	
RPAP1	26015	RNA polymerase II associated protein 1	RPAP1	0	0	0	1	0	0	
RPL10	6134	ribosomal protein L10	RPL10	0	0	0	0	0	1	
RPL21	6144	ribosomal protein L21	RPL21	0	0	0	1	0	0	
RPS6KA1	6195	ribosomal protein S6 kinase A1	RPS6KA1	0	0	0	0	0	1	
RPS6KA3	6197	ribosomal protein S6 kinase A3	RPS6KA3	0	0	0	1	0	0	
RPS6KB2	6199	ribosomal protein S6 kinase B2	RPS6KB2	0	0	0	0	0	1	
RPTOR	57521	regulatory associated protein of MTOR complex 1	RPTOR	0	0	0	1	0	0	
RPUSD4	84881	RNA pseudouridylate synthase domain containing 4	RPUSD4	0	0	0	0	0	1	
RRAD	6236	"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"	RRAD	0	0	0	0	0	1	
RRAGA	10670	Ras related GTP binding A	RRAGA	0	0	0	0	0	1	
RRAGC	64121	Ras related GTP binding C	RRAGC	0	0	0	1	0	0	
RS1	6247	retinoschisin 1	RS1	0	0	0	0	0	1	
RSPO1	284654	R-spondin 1	RSPO1	0	0	0	0	0	1	
RUFY2	55680	RUN and FYVE domain containing 2	RUFY2	0	0	0	0	0	1	
RUNDC1	146923	RUN domain containing 1	RUNDC1	0	0	0	1	0	0	
RUNDC3B	154661	RUN domain containing 3B	RUNDC3B	0	0	0	1	0	0	
RUVBL1	8607	RuvB like AAA ATPase 1	RUVBL1	0	0	0	1	0	0	
RXFP1	59350	relaxin/insulin like family peptide receptor 1	RXFP1	0	0	0	0	1	0	
RYR1	6261	ryanodine receptor 1	RYR1	0	0	0	1	0	1	
RYR2	6262	ryanodine receptor 2	RYR2	0	0	0	0	1	0	
RYR3	6263	ryanodine receptor 3	RYR3	0	1	0	1	1	1	
S100G	795	S100 calcium binding protein G	S100G	0	0	0	1	0	0	
SAMD11	148398	sterile alpha motif domain containing 11	SAMD11	0	0	0	0	0	1	
SART1	9092	"SART1, U4/U6.U5 tri-snRNP-associated protein 1"	SART1	0	0	0	0	0	1	
SBF1	6305	SET binding factor 1	SBF1	0	0	0	0	0	1	
SBNO1	55206	strawberry notch homolog 1	SBNO1	0	0	0	0	0	1	
SCAF4	57466	SR-related CTD associated factor 4	SCAF4	0	0	0	0	1	0	
SCAMP2	10066	secretory carrier membrane protein 2	SCAMP2	0	0	0	1	0	0	
SCN10A	6336	sodium voltage-gated channel alpha subunit 10	SCN10A	0	0	0	0	0	1	
SCN11A	11280	sodium voltage-gated channel alpha subunit 11	SCN11A	0	0	0	1	0	0	
SCN1A	6323	sodium voltage-gated channel alpha subunit 1	SCN1A	0	1	0	1	1	0	
SCN2A	6326	sodium voltage-gated channel alpha subunit 2	SCN2A	1	1	0	1	1	0	
SCN3A	6328	sodium voltage-gated channel alpha subunit 3	SCN3A	0	0	0	1	0	0	
SCN8A	6334	sodium voltage-gated channel alpha subunit 8	SCN8A	0	1	0	0	1	0	
SCNN1D	6339	sodium channel epithelial 1 delta subunit	SCNN1D	0	0	0	1	0	1	
SCP2	6342	sterol carrier protein 2	SCP2	0	0	0	1	0	0	
SCUBE2	57758	"signal peptide, CUB domain and EGF like domain containing 2"	SCUBE2	0	0	0	1	0	0	
SCYL1	57410	SCY1 like pseudokinase 1	SCYL1	0	0	0	0	1	0	
SDCCAG3	10807	serologically defined colon cancer antigen 3	SDCCAG3	0	0	0	1	0	0	
SDHA	6389	succinate dehydrogenase complex flavoprotein subunit A	SDHA	0	0	0	1	0	0	
SEC14L5	9717	SEC14 like lipid binding 5	SEC14L5	0	0	0	1	0	0	
SERHL2	253190	serine hydrolase like 2	SERHL2	0	0	0	0	0	1	
SETBP1	26040	SET binding protein 1	SETBP1	0	0	0	1	0	0	
SETD2	29072	SET domain containing 2	SETD2	0	0	0	1	0	0	
SETD5	55209	SET domain containing 5	SETD5	1	0	0	0	0	0	
SF3B1	23451	splicing factor 3b subunit 1	SF3B1	0	0	0	1	0	1	
SGSM3	27352	small G protein signaling modulator 3	SGSM3	0	0	0	1	0	0	
SH2B1	25970	SH2B adaptor protein 1	SH2B1	0	0	0	1	0	0	
SHANK2	22941	SH3 and multiple ankyrin repeat domains 2	SHANK2	1	0	0	1	0	0	
SHANK3	85358	SH3 and multiple ankyrin repeat domains 3	SHANK3	1	0	0	0	0	0	
SI	6476	sucrase-isomaltase	SI	0	0	0	0	0	1	
SIGLEC5	8778	sialic acid binding Ig like lectin 5	SIGLEC5	0	0	0	0	0	1	
SIK1	150094	salt inducible kinase 1	SIK1	0	0	0	1	0	0	
SIK3	23387	SIK family kinase 3	SIK3	0	0	0	1	0	0	
SIN3A	25942	SIN3 transcription regulator family member A	SIN3A	0	0	0	1	0	0	
SIPA1L1	26037	signal induced proliferation associated 1 like 1	SIPA1L1	0	0	0	0	0	1	
SKIDA1	387640	SKI/DACH domain containing 1	SKIDA1	0	0	0	1	0	0	
SLC16A3	9123	solute carrier family 16 member 3	SLC16A3	0	0	0	0	1	0	
SLC17A4	10050	solute carrier family 17 member 4	SLC17A4	0	0	0	0	0	1	
SLC1A2	6506	solute carrier family 1 member 2	SLC1A2	0	0	0	0	1	0	
SLC22A10	387775	solute carrier family 22 member 10	SLC22A10	0	0	0	0	0	1	
SLC24A4	123041	solute carrier family 24 member 4	SLC24A4	0	0	0	0	0	1	
SLC25A39	51629	solute carrier family 25 member 39	SLC25A39	0	0	0	1	0	0	
SLC25A6	293	solute carrier family 25 member 6	SLC25A6	0	0	0	1	0	0	
SLC35A2	7355	solute carrier family 35 member A2	SLC35A2	0	1	0	0	1	0	
SLC38A3	10991	solute carrier family 38 member 3	SLC38A3	0	0	0	1	0	0	
SLC5A1	6523	solute carrier family 5 member 1	SLC5A1	0	0	0	1	0	0	
SLC5A2	6524	solute carrier family 5 member 2	SLC5A2	0	0	0	0	0	1	
SLC6A1	6529	solute carrier family 6 member 1	SLC6A1	1	0	0	1	0	0	
SLC6A13	6540	solute carrier family 6 member 13	SLC6A13	0	0	0	1	0	0	
SLC6A8	6535	solute carrier family 6 member 8	SLC6A8	0	0	0	1	0	0	
SLC7A7	9056	solute carrier family 7 member 7	SLC7A7	0	0	0	1	0	0	
SLCO1B7	338821	solute carrier organic anion transporter family member 1B7 (putative)	SLCO1B7	0	0	0	0	0	1	
SLIT3	6586	slit guidance ligand 3	SLIT3	0	0	0	0	0	1	
SLITRK5	26050	SLIT and NTRK like family member 5	SLITRK5	0	0	0	1	0	0	
SLX4	84464	SLX4 structure-specific endonuclease subunit	SLX4	0	0	0	1	0	0	
SMAD2	4087	SMAD family member 2	SMAD2	0	0	1	0	0	1	
SMAD4	4089	SMAD family member 4	SMAD4	0	0	0	1	0	1	
SMAP2	64744	small ArfGAP2	SMAP2	0	0	0	1	0	0	
SMNDC1	10285	survival motor neuron domain containing 1	SMNDC1	0	0	0	0	0	1	
SMURF2	64750	SMAD specific E3 ubiquitin protein ligase 2	SMURF2	0	0	0	0	0	1	
SMYD1	150572	SET and MYND domain containing 1	SMYD1	0	0	0	1	0	0	
SNAPC3	6619	small nuclear RNA activating complex polypeptide 3	SNAPC3	0	0	0	1	0	0	
SNAPC5	10302	small nuclear RNA activating complex polypeptide 5	SNAPC5	0	0	0	0	0	1	
SND1	27044	staphylococcal nuclease and tudor domain containing 1	SND1	0	0	0	1	0	0	
MTCL1	23255	microtubule crosslinking factor 1	SOGA2	0	0	0	1	0	0	DIF
SORBS1	10580	sorbin and SH3 domain containing 1	SORBS1	0	0	0	1	0	0	
SOS1	6654	SOS Ras/Rac guanine nucleotide exchange factor 1	SOS1	0	0	0	0	0	1	
SPAG9	9043	sperm associated antigen 9	SPAG9	0	0	0	1	0	0	
SPAST	6683	spastin	SPAST	1	0	0	1	0	0	
SPATA13	221178	spermatogenesis associated 13	SPATA13	0	0	0	1	0	0	
SPATA5	166378	spermatogenesis associated 5	SPATA5	0	0	0	0	0	1	
SPDYC	387778	speedy/RINGO cell cycle regulator family member C	SPDYC	0	0	0	1	0	0	
SPECC1L	23384	sperm antigen with calponin homology and coiled-coil domains 1 like	SPECC1L	0	0	0	1	0	0	
SPEN	23013	spen family transcriptional repressor	SPEN	0	0	0	1	0	0	
SPG7	6687	"SPG7, paraplegin matrix AAA peptidase subunit"	SPG7	0	0	0	0	1	0	
SPINK5	11005	"serine peptidase inhibitor, Kazal type 5"	SPINK5	0	0	0	1	0	0	
SPRED2	200734	sprouty related EVH1 domain containing 2	SPRED2	0	0	0	0	0	1	
SPRY1	10252	sprouty RTK signaling antagonist 1	SPRY1	0	0	0	0	0	1	
SPTAN1	6709	"spectrin alpha, non-erythrocytic 1"	SPTAN1	0	0	0	1	0	0	
SPTBN1	6711	"spectrin beta, non-erythrocytic 1"	SPTBN1	0	0	0	1	0	0	
SRCAP	10847	Snf2 related CREBBP activator protein	SRCAP	0	0	0	1	0	0	
SRGAP3	9901	SLIT-ROBO Rho GTPase activating protein 3	SRGAP3	0	0	0	1	0	0	
SRRM2	23524	serine/arginine repetitive matrix 2	SRRM2	0	0	0	0	0	1	
ST5	6764	suppression of tumorigenicity 5	ST5	0	0	0	0	0	1	
STAB1	23166	stabilin 1	STAB1	0	0	0	0	0	1	
STAG2	10735	stromal antigen 2	STAG2	0	0	0	0	0	1	
STAM	8027	signal transducing adaptor molecule	STAM	0	0	0	1	0	0	
STARD10	10809	StAR related lipid transfer domain containing 10	STARD10	0	0	0	1	0	0	
STARD9	57519	StAR related lipid transfer domain containing 9	STARD9	0	0	0	1	0	0	
STK36	27148	serine/threonine kinase 36	STK36	0	0	0	1	0	0	
STK38L	23012	serine/threonine kinase 38 like	STK38L	0	0	0	0	0	1	
STT3A	3703	"STT3A, catalytic subunit of the oligosaccharyltransferase complex"	STT3A	0	0	0	1	0	0	
STX1B	112755	syntaxin 1B	STX1B	0	0	0	0	1	0	
STXBP1	6812	syntaxin binding protein 1	STXBP1	0	1	0	0	1	0	
SUCLG2	8801	succinate-CoA ligase GDP-forming beta subunit	SUCLG2	0	0	0	1	0	0	
SUFU	51684	SUFU negative regulator of hedgehog signaling	SUFU	0	0	0	1	0	0	
KMT5B	51111	lysine methyltransferase 5B	SUV420H1	1	0	0	1	0	0	DIF
SV2B	9899	synaptic vesicle glycoprotein 2B	SV2B	0	0	0	1	0	0	
SVEP1	79987	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"	SVEP1	0	0	0	0	0	1	
SYNE1	23345	spectrin repeat containing nuclear envelope protein 1	SYNE1	0	0	0	1	0	0	
SYNGAP1	8831	synaptic Ras GTPase activating protein 1	SYNGAP1	1	0	0	1	0	0	
SYT7	9066	synaptotagmin 7	SYT7	0	0	0	1	0	0	
TAAR2	9287	trace amine associated receptor 2 (gene/pseudogene)	TAAR2	0	0	0	0	1	0	
TAF1	6872	TATA-box binding protein associated factor 1	TAF1	0	0	0	0	1	0	
TAF6	6878	TATA-box binding protein associated factor 6	TAF6	0	0	0	1	0	0	
TANC2	26115	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"	TANC2	0	0	0	1	0	1	
TAOK3	51347	TAO kinase 3	TAOK3	0	0	0	1	0	0	
TARS2	80222	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	TARS2	0	0	0	0	0	1	
TBC1D2	55357	TBC1 domain family member 2	TBC1D2	0	0	0	1	0	0	
TBC1D22B	55633	TBC1 domain family member 22B	TBC1D22B	0	0	0	1	0	0	
TBC1D23	55773	TBC1 domain family member 23	TBC1D23	0	0	0	1	0	0	
TBC1D8B	54885	TBC1 domain family member 8B	TBC1D8B	0	0	0	1	0	0	
TBL1XR1	79718	transducin beta like 1 X-linked receptor 1	TBL1XR1	0	0	0	1	0	0	
TBR1	10716	"T-box, brain 1"	TBR1	1	0	0	1	0	0	
TCF12	6938	transcription factor 12	TCF12	0	0	0	0	0	1	
TCF7L2	6934	transcription factor 7 like 2	TCF7L2	1	0	0	1	0	0	
TECTA	7007	tectorin alpha	TECTA	0	0	0	1	0	0	
TENM4	26011	teneurin transmembrane protein 4	TENM4	0	0	0	0	0	1	
TERF2	7014	telomeric repeat binding factor 2	TERF2	0	0	0	1	0	0	
TFDP1	7027	transcription factor Dp-1	TFDP1	0	0	0	0	0	1	
TFE3	7030	transcription factor binding to IGHM enhancer 3	TFE3	0	0	0	0	0	1	
TGIF1	7050	TGFB induced factor homeobox 1	TGIF1	0	0	0	0	0	1	
TGM3	7053	transglutaminase 3	TGM3	0	0	0	1	0	0	
THADA	63892	"THADA, armadillo repeat containing"	THADA	0	0	0	0	0	1	
THAP5	168451	THAP domain containing 5	THAP5	0	0	0	1	0	0	
THBS2	7058	thrombospondin 2	THBS2	0	0	0	0	0	1	
THBS3	7059	thrombospondin 3	THBS3	0	0	0	1	0	0	
THOC2	57187	THO complex 2	THOC2	0	0	0	0	1	0	
THSD7A	221981	thrombospondin type 1 domain containing 7A	THSD7A	0	0	0	1	0	0	
TLE4	7091	transducin like enhancer of split 4	TLE4	0	0	0	1	0	0	
TLK2	11011	tousled like kinase 2	TLK2	0	0	0	1	0	1	
TM4SF19	116211	transmembrane 4 L six family member 19	TM4SF19	0	0	0	1	0	0	
TMEM39B	55116	transmembrane protein 39B	TMEM39B	0	0	0	1	0	0	
TMF1	7110	TATA element modulatory factor 1	TMF1	0	0	0	1	0	0	
TMPRSS2	7113	"transmembrane protease, serine 2"	TMPRSS2	0	0	0	0	0	1	
TNFRSF8	943	TNF receptor superfamily member 8	TNFRSF8	0	0	0	1	0	0	
TNRC18	84629	trinucleotide repeat containing 18	TNRC18	0	0	0	1	0	0	
TNRC6B	23112	trinucleotide repeat containing 6B	TNRC6B	1	0	0	1	0	0	
TNS1	7145	tensin 1	TNS1	0	0	0	0	0	1	
TOP3B	8940	DNA topoisomerase III beta	TOP3B	0	0	0	1	0	0	
TOR1AIP2	163590	torsin 1A interacting protein 2	TOR1AIP2	0	0	0	1	0	0	
TPTE	7179	transmembrane phosphatase with tensin homology	TPTE	0	0	0	1	0	0	
TRAK1	22906	trafficking kinesin protein 1	TRAK1	0	0	0	1	0	0	
TRAPPC10	7109	trafficking protein particle complex 10	TRAPPC10	0	0	0	1	0	0	
TRAPPC11	60684	trafficking protein particle complex 11	TRAPPC11	0	0	0	1	0	0	
TRIB2	28951	tribbles pseudokinase 2	TRIB2	0	0	0	0	0	1	
TRIM17	51127	tripartite motif containing 17	TRIM17	0	0	0	1	0	0	
TRIM29	23650	tripartite motif containing 29	TRIM29	0	0	0	0	1	0	
TRIM37	4591	tripartite motif containing 37	TRIM37	0	0	0	0	0	1	
TRIM55	84675	tripartite motif containing 55	TRIM55	0	0	0	1	0	0	
TRIM8	81603	tripartite motif containing 8	TRIM8	0	0	0	0	1	0	
TRIO	7204	trio Rho guanine nucleotide exchange factor	TRIO	1	0	0	1	0	0	
TRIP12	9320	thyroid hormone receptor interactor 12	TRIP12	1	0	0	1	0	0	
TROVE2	6738	TROVE domain family member 2	TROVE2	0	0	0	1	0	0	
TRPC5	7224	transient receptor potential cation channel subfamily C member 5	TRPC5	0	0	0	0	0	1	
TRPM3	80036	transient receptor potential cation channel subfamily M member 3	TRPM3	0	0	0	1	0	0	
TRPM5	29850	transient receptor potential cation channel subfamily M member 5	TRPM5	0	0	0	1	0	0	
TRPM6	140803	transient receptor potential cation channel subfamily M member 6	TRPM6	0	0	0	1	0	0	
TRPV5	56302	transient receptor potential cation channel subfamily V member 5	TRPV5	0	0	0	1	0	0	
TRRAP	8295	transformation/transcription domain associated protein	TRRAP	0	0	0	1	1	0	
TSC1	7248	TSC complex subunit 1	TSC1	0	0	0	0	0	1	
TSEN2	80746	tRNA splicing endonuclease subunit 2	TSEN2	0	0	0	0	0	1	
